"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000000710117,000000710115,2,120,,,,
000000710117,000000710117,2,120,,,,
000000710118,000000710114,2,60,,,,
000000710118,000000710118,2,60,,,,
000000710118,000000710119,2,60,,,,
000000710118,000000710312,2,60,,,,
000000710119,000000710114,2,60,,,,
000000710119,000000710118,2,60,,,,
000000710119,000000710119,2,60,,,,
000000710119,000000710312,2,60,,,,
000000710122,000000710122,2,120,,,,
000000710122,000000710123,2,120,,,,
000000710122,000000710124,2,120,,,,
000000710123,000000710122,2,120,,,,
000000710123,000000710123,2,120,,,,
000000710123,000000710124,2,120,,,,
000000710124,000000710122,2,120,,,,
000000710124,000000710123,2,120,,,,
000000710124,000000710124,2,120,,,,
000000710125,000000710125,2,120,,,,
000000710125,000000710126,2,120,,,,
000000710126,000000710125,2,120,,,,
000000710126,000000710126,2,120,,,,
000000710128,000000710128,2,120,,,,
000000710128,000000710129,2,120,,,,
000000710129,000000710128,2,120,,,,
000000710129,000000710129,2,120,,,,
000000710130,000000710130,2,120,,,,
000000710130,000000710131,2,120,,,,
000000710131,000000710130,2,120,,,,
000000710131,000000710131,2,120,,,,
000000710132,000000710132,2,120,,,,
000000710132,000000710133,2,120,,,,
000000710133,000000710132,2,120,,,,
000000710133,000000710133,2,120,,,,
000000710134,000000710134,2,120,,,,
000000710134,000000710135,2,120,,,,
000000710135,000000710134,2,120,,,,
000000710135,000000710135,2,120,,,,
000000710136,000000710136,2,120,,,,
000000710136,000000710137,2,120,,,,
000000710137,000000710136,2,120,,,,
000000710137,000000710137,2,120,,,,
000000710138,000000710138,2,120,,,,
000000710138,000000710139,2,120,,,,
000000710139,000000710138,2,120,,,,
000000710139,000000710139,2,120,,,,
000000710140,000000710140,2,120,,,,
000000710140,000000710141,2,120,,,,
000000710141,000000710140,2,120,,,,
000000710141,000000710141,2,120,,,,
000000710142,000000710142,2,120,,,,
000000710142,000000710143,2,120,,,,
000000710142,000000710146,2,120,,,,
000000710143,000000710142,2,120,,,,
000000710143,000000710143,2,120,,,,
000000710143,000000710146,2,120,,,,
000000710146,000000710142,2,120,,,,
000000710146,000000710143,2,120,,,,
000000710146,000000710146,2,120,,,,
000000710147,000000710147,2,120,,,,
000000710147,000000710148,2,120,,,,
000000710148,000000710147,2,120,,,,
000000710148,000000710148,2,120,,,,
000000710149,000000710149,2,120,,,,
000000710149,000000710150,2,120,,,,
000000710150,000000710149,2,120,,,,
000000710150,000000710150,2,120,,,,
000000710151,000000710151,2,120,,,,
000000710151,000000710152,2,120,,,,
000000710152,000000710151,2,120,,,,
000000710152,000000710152,2,120,,,,
000000710153,000000710153,2,120,,,,
000000710153,000000710154,2,120,,,,
000000710154,000000710153,2,120,,,,
000000710154,000000710154,2,120,,,,
000000710155,000000710155,2,120,,,,
000000710155,000000710156,2,120,,,,
000000710156,000000710155,2,120,,,,
000000710156,000000710156,2,120,,,,
000000710160,000000710160,2,120,,,,
000000710160,000000710161,2,120,,,,
000000710160,000000710162,2,120,,,,
000000710160,000000710163,2,120,,,,
000000710160,000000710019,2,120,,,,
000000710161,000000710160,2,120,,,,
000000710161,000000710161,2,120,,,,
000000710161,000000710162,2,120,,,,
000000710161,000000710163,2,120,,,,
000000710161,000000710019,2,120,,,,
000000710162,000000710160,2,120,,,,
000000710162,000000710161,2,120,,,,
000000710162,000000710162,2,120,,,,
000000710162,000000710163,2,120,,,,
000000710162,000000710019,2,120,,,,
000000710163,000000710160,2,120,,,,
000000710163,000000710161,2,120,,,,
000000710163,000000710162,2,120,,,,
000000710163,000000710163,2,120,,,,
000000710163,000000710019,2,120,,,,
000000710164,000000710164,2,120,,,,
000000710164,000000710165,2,120,,,,
000000710165,000000710164,2,120,,,,
000000710165,000000710165,2,120,,,,
000000710166,000000710166,2,120,,,,
000000710166,000000710167,2,120,,,,
000000710167,000000710166,2,120,,,,
000000710167,000000710167,2,120,,,,
000000710168,000000710168,2,120,,,,
000000710168,000000710169,2,120,,,,
000000710169,000000710168,2,120,,,,
000000710169,000000710169,2,120,,,,
000000710170,000000710170,2,120,,,,
000000710170,000000710171,2,120,,,,
000000710171,000000710170,2,120,,,,
000000710171,000000710171,2,120,,,,
000000710172,000000710172,2,120,,,,
000000710172,000000710173,2,120,,,,
000000710173,000000710172,2,120,,,,
000000710173,000000710173,2,120,,,,
000000710176,000000710176,2,120,,,,
000000710176,000000710177,2,120,,,,
000000710177,000000710176,2,120,,,,
000000710177,000000710177,2,120,,,,
000000710178,000000710178,2,120,,,,
000000710178,000000710179,2,120,,,,
000000710179,000000710178,2,120,,,,
000000710179,000000710179,2,120,,,,
000000710180,000000710180,2,120,,,,
000000710180,000000710187,2,120,,,,
000000710185,000000710185,2,120,,,,
000000710185,000000710186,2,120,,,,
000000710186,000000710185,2,120,,,,
000000710186,000000710186,2,120,,,,
000000710187,000000710180,2,120,,,,
000000710187,000000710187,2,120,,,,
000000710188,000000710188,2,120,,,,
000000710188,000000710189,2,120,,,,
000000710189,000000710188,2,120,,,,
000000710189,000000710189,2,120,,,,
000000710190,000000710190,2,120,,,,
000000710190,000000710191,2,120,,,,
000000710191,000000710190,2,120,,,,
000000710191,000000710191,2,120,,,,
000000710192,000000710192,2,120,,,,
000000710192,000000710193,2,120,,,,
000000710193,000000710192,2,120,,,,
000000710193,000000710193,2,120,,,,
000000710195,000000710195,2,120,,,,
000000710195,000000710196,2,120,,,,
000000710195,000000710199,2,120,,,,
000000710195,000000710201,2,120,,,,
000000710195,000000710111,2,120,,,,
000000710196,000000710195,2,120,,,,
000000710196,000000710196,2,120,,,,
000000710196,000000710199,2,120,,,,
000000710196,000000710201,2,120,,,,
000000710196,000000710111,2,120,,,,
000000710199,000000710195,2,120,,,,
000000710199,000000710196,2,120,,,,
000000710199,000000710199,2,120,,,,
000000710199,000000710201,2,120,,,,
000000710199,000000710111,2,120,,,,
000000710201,000000710195,2,120,,,,
000000710201,000000710196,2,120,,,,
000000710201,000000710199,2,120,,,,
000000710201,000000710201,2,120,,,,
000000710201,000000710111,2,120,,,,
000000710202,000000710202,2,120,,,,
000000710202,000000710215,2,120,,,,
000000710203,000000710203,2,120,,,,
000000710203,000000710209,2,120,,,,
000000710203,000000710212,2,120,,,,
000000710203,000000710213,2,120,,,,
000000710204,000000710204,2,120,,,,
000000710204,000000710208,2,120,,,,
000000710205,000000710205,2,120,,,,
000000710205,000000710207,2,120,,,,
000000710206,000000710206,2,120,,,,
000000710206,000000710200,2,120,,,,
000000710207,000000710205,2,120,,,,
000000710207,000000710207,2,120,,,,
000000710208,000000710204,2,120,,,,
000000710208,000000710208,2,120,,,,
000000710209,000000710203,2,120,,,,
000000710209,000000710209,2,120,,,,
000000710209,000000710212,2,120,,,,
000000710209,000000710213,2,120,,,,
000000710210,000000710210,2,120,,,,
000000710210,000000710211,2,120,,,,
000000710211,000000710210,2,120,,,,
000000710211,000000710211,2,120,,,,
000000710212,000000710203,2,120,,,,
000000710212,000000710209,2,120,,,,
000000710212,000000710212,2,120,,,,
000000710212,000000710213,2,120,,,,
000000710213,000000710203,2,120,,,,
000000710213,000000710209,2,120,,,,
000000710213,000000710212,2,120,,,,
000000710213,000000710213,2,120,,,,
000000710215,000000710202,2,120,,,,
000000710215,000000710215,2,120,,,,
000000710217,000000710217,2,120,,,,
000000710217,000000710218,2,120,,,,
000000710218,000000710217,2,120,,,,
000000710218,000000710218,2,120,,,,
000000710220,000000710220,2,120,,,,
000000710220,000000710222,2,120,,,,
000000710222,000000710220,2,120,,,,
000000710222,000000710222,2,120,,,,
000000710223,000000630130,2,120,,,,
000000710223,000000710223,2,120,,,,
000000710223,000000710225,2,120,,,,
000000710225,000000630130,2,120,,,,
000000710225,000000710223,2,120,,,,
000000710225,000000710225,2,120,,,,
000000710226,000000710226,2,120,,,,
000000710226,000000710227,2,120,,,,
000000710227,000000710226,2,120,,,,
000000710227,000000710227,2,120,,,,
000000710228,000000710228,2,120,,,,
000000710228,000000710229,2,120,,,,
000000710229,000000710228,2,120,,,,
000000710229,000000710229,2,120,,,,
000000710230,000000710230,2,120,,,,
000000710230,000000710231,2,120,,,,
000000710231,000000710230,2,120,,,,
000000710231,000000710231,2,120,,,,
000000710235,000000630057,2,120,,,,
000000710235,000000710235,2,120,,,,
000000710235,000000710237,2,120,,,,
000000710235,000000710299,2,120,,,,
000000710235,000000710236,2,120,,,,
000000710237,000000630057,2,180,,,,
000000710237,000000710235,2,120,,,,
000000710237,000000710237,2,120,,,,
000000710237,000000710299,2,120,,,,
000000710237,000000710236,2,120,,,,
000000710240,000000710240,2,120,,,,
000000710240,000000710245,2,120,,,,
000000710241,000000710241,2,120,,,,
000000710241,000000710244,2,120,,,,
000000710242,000000710242,2,120,,,,
000000710242,000000710243,2,120,,,,
000000710243,000000710242,2,120,,,,
000000710243,000000710243,2,120,,,,
000000710244,000000710241,2,120,,,,
000000710244,000000710244,2,120,,,,
000000710245,000000710240,2,120,,,,
000000710245,000000710245,2,120,,,,
000000710246,000000710246,2,120,,,,
000000710246,000000710247,2,120,,,,
000000710247,000000710246,2,120,,,,
000000710247,000000710247,2,120,,,,
000000710248,000000710248,2,120,,,,
000000710248,000000710249,2,120,,,,
000000710249,000000710248,2,120,,,,
000000710249,000000710249,2,120,,,,
000000710252,000000710252,2,120,,,,
000000710252,000000710253,2,120,,,,
000000710253,000000710252,2,120,,,,
000000710253,000000710253,2,120,,,,
000000710254,000000710254,2,120,,,,
000000710254,000000710255,2,120,,,,
000000710255,000000710254,2,120,,,,
000000710255,000000710255,2,120,,,,
000000710258,000000710258,2,120,,,,
000000710258,000000710259,2,120,,,,
000000710259,000000710258,2,120,,,,
000000710259,000000710259,2,120,,,,
000000710260,000000710260,2,120,,,,
000000710260,000000710261,2,120,,,,
000000710261,000000710260,2,120,,,,
000000710261,000000710261,2,120,,,,
000000710262,000000710262,2,120,,,,
000000710262,000000710263,2,120,,,,
000000710263,000000710262,2,120,,,,
000000710263,000000710263,2,120,,,,
000000710264,000000710264,2,120,,,,
000000710264,000000710265,2,120,,,,
000000710265,000000710264,2,120,,,,
000000710265,000000710265,2,120,,,,
000000710266,000000710266,2,120,,,,
000000710266,000000710267,2,120,,,,
000000710267,000000710266,2,120,,,,
000000710267,000000710267,2,120,,,,
000000710268,000000710268,2,120,,,,
000000710268,000000710269,2,120,,,,
000000710269,000000710268,2,120,,,,
000000710269,000000710269,2,120,,,,
000000710272,000000710272,2,120,,,,
000000710275,000000710275,2,120,,,,
000000710275,000000710276,2,120,,,,
000000710276,000000710275,2,120,,,,
000000710276,000000710276,2,120,,,,
000000710277,000000710277,2,120,,,,
000000710277,000000710278,2,120,,,,
000000710278,000000710277,2,120,,,,
000000710278,000000710278,2,120,,,,
000000710279,000000710279,2,120,,,,
000000710279,000000710280,2,120,,,,
000000710279,000000710279G,1,,,,,
000000710279,000000710280G,1,,,,,
000000710280,000000710279,2,120,,,,
000000710280,000000710280,2,120,,,,
000000710280,000000710279G,1,,,,,
000000710280,000000710280G,1,,,,,
000000710281,000000710281,2,120,,,,
000000710281,000000710282,2,120,,,,
000000710281,000000710281G,1,,,,,
000000710281,000000710282G,1,,,,,
000000710282,000000710281,2,120,,,,
000000710282,000000710282,2,120,,,,
000000710282,000000710281G,1,,,,,
000000710282,000000710282G,1,,,,,
000000710293,000000710017,2,60,,,,
000000710293,000000710021,2,60,,,,
000000710293,000000710293,2,60,,,,
000000710293,000000710313,2,60,,,,
000000710022,000000710023,2,120,,,,
000000710022,000000710022,2,120,,,,
000000710299,000000630057,2,180,,,,
000000710299,000000710235,2,120,,,,
000000710299,000000710237,2,120,,,,
000000710299,000000710299,2,120,,,,
000000710299,000000710236,2,120,,,,
000000710304,000000710112,2,120,,,,
000000710304,000000710304,2,120,,,,
000000710305,000000710305,2,120,,,,
000000710305,000000710309,2,120,,,,
000000710306,000000710306,2,120,,,,
000000710306,000000710310,2,120,,,,
000000710309,000000710305,2,120,,,,
000000710309,000000710309,2,120,,,,
000000710310,000000710306,2,120,,,,
000000710310,000000710310,2,120,,,,
000000710313,000000710017,2,60,,,,
000000710313,000000710021,2,60,,,,
000000710313,000000710293,2,60,,,,
000000710313,000000710313,2,60,,,,
000000710315,000000710315,2,120,,,,
000000710315,000000710316,2,120,,,,
000000710316,000000710315,2,120,,,,
000000710316,000000710316,2,120,,,,
000000720020,000000720020,2,120,,,,
000000720020,000000720023,2,120,,,,
000000720020,000000720020G,1,,,,,
000000720020,000000720023G,1,,,,,
000000720023,000000720020,2,120,,,,
000000720023,000000720023,2,120,,,,
000000720023,000000720020G,1,,,,,
000000720023,000000720023G,1,,,,,
000000720054,000000710010,2,120,,,,
000000720054,000000720054,2,120,,,,
000000720055,000000720055,2,120,,,,
000000720055,000000720062,2,120,,,,
000000720056,000000720056,2,120,,,,
000000720056,000000720061,2,120,,,,
000000720057,000000720057,2,120,,,,
000000720057,000000720060,2,120,,,,
000000720058,000000720058,2,120,,,,
000000720058,000000720059,2,120,,,,
000000720059,000000720058,2,120,,,,
000000720059,000000720059,2,120,,,,
000000720060,000000720057,2,120,,,,
000000720060,000000720060,2,120,,,,
000000720061,000000720056,2,120,,,,
000000720061,000000720061,2,120,,,,
000000720062,000000720055,2,120,,,,
000000720062,000000720062,2,120,,,,
000000720063,000000710003,2,120,,,,
000000720063,000000720063,2,120,,,,
000000720064,000000720064,2,120,,,,
000000720064,000000720073,2,120,,,,
000000720065,000000720065,2,120,,,,
000000720065,000000720072,2,120,,,,
000000720066,000000720066,2,120,,,,
000000720066,000000720071,2,120,,,,
000000720067,000000720067,2,120,,,,
000000720067,000000720070,2,120,,,,
000000720068,000000720068,2,120,,,,
000000720068,000000720069,2,120,,,,
000000720069,000000720068,2,120,,,,
000000720069,000000720069,2,120,,,,
000000720070,000000720067,2,120,,,,
000000720070,000000720070,2,120,,,,
000000720071,000000720066,2,120,,,,
000000720071,000000720071,2,120,,,,
000000720072,000000720065,2,120,,,,
000000720072,000000720072,2,120,,,,
000000720073,000000720064,2,120,,,,
000000720073,000000720073,2,120,,,,
000000720075,000000710004,2,120,,,,
000000720075,000000720075,2,120,,,,
000000720075,000000720089,2,120,,,,
000000720076,000000720076,2,120,,,,
000000720076,000000720088,2,120,,,,
000000720077,000000720077,2,120,,,,
000000720077,000000720087,2,120,,,,
000000720077,000000720154,2,120,,,,
000000720077,000000720155,2,120,,,,
000000720078,000000720078,2,120,,,,
000000720078,000000720086,2,120,,,,
000000720079,000000720079,2,120,,,,
000000720079,000000720085,2,120,,,,
000000720083,000000720083,2,120,,,,
000000720083,000000720082,2,120,,,,
000000720083,000000720081,2,120,,,,
000000720085,000000720079,2,120,,,,
000000720085,000000720085,2,120,,,,
000000720086,000000720078,2,120,,,,
000000720086,000000720086,2,120,,,,
000000720087,000000720077,2,120,,,,
000000720087,000000720087,2,120,,,,
000000720087,000000720154,2,120,,,,
000000720087,000000720155,2,120,,,,
000000720088,000000720076,2,120,,,,
000000720088,000000720088,2,120,,,,
000000720089,000000710004,2,120,,,,
000000720089,000000720075,2,120,,,,
000000720089,000000720089,2,120,,,,
000000720090,000000720090,2,120,,,,
000000720090,000000720117,2,120,,,,
000000720091,000000720091,2,120,,,,
000000720091,000000720116,2,120,,,,
000000720092,000000720092,2,120,,,,
000000720092,000000720115,2,120,,,,
000000720093,000000720093,2,120,,,,
000000720093,000000720114,2,120,,,,
000000720094,000000720094,2,120,,,,
000000720094,000000720113,2,120,,,,
000000720113,000000720094,2,120,,,,
000000720113,000000720113,2,120,,,,
000000720114,000000720093,2,120,,,,
000000720114,000000720114,2,120,,,,
000000720115,000000720092,2,120,,,,
000000720115,000000720115,2,120,,,,
000000720116,000000720091,2,120,,,,
000000720116,000000720116,2,120,,,,
000000720117,000000720090,2,120,,,,
000000720117,000000720117,2,120,,,,
000000720119,000000720119,2,120,,,,
000000720119,000000720138,2,120,,,,
000000720119,000000720119G,1,,,,,
000000720119,000000720138G,1,,,,,
000000720122,000000720122,2,120,,,,
000000720122,000000720137,2,120,,,,
000000720122,000000720122G,2,120,,,,
000000720122,000000720137G,2,120,,,,
000000720122,000000720038,2,120,,,,
000000720123,000000720123,2,120,,,,
000000720123,000000720135,2,120,,,,
000000720123,000000728003,1,,,,,
000000720123,000000728004,1,,,,,
000000720126,000000720126,2,120,,,,
000000720126,000000720132,2,120,,,,
000000720127,000000720127,2,120,,,,
000000720127,000000720131,2,120,,,,
000000720128,000000720128,2,120,,,,
000000720129,000000720129,2,120,,,,
000000720129,000000720130,2,120,,,,
000000720130,000000720129,2,120,,,,
000000720130,000000720130,2,120,,,,
000000720131,000000720127,2,120,,,,
000000720131,000000720131,2,120,,,,
000000720132,000000720126,2,120,,,,
000000720132,000000720132,2,120,,,,
000000720135,000000720123,2,120,,,,
000000720135,000000720135,2,120,,,,
000000720135,000000728003,1,,,,,
000000720135,000000728004,1,,,,,
000000720137,000000720122,2,120,,,,
000000720137,000000720137,2,120,,,,
000000720137,000000720122G,2,120,,,,
000000720137,000000720137G,2,120,,,,
000000720137,000000720038,2,120,,,,
000000720138,000000720119,2,120,,,,
000000720138,000000720138,2,120,,,,
000000720138,000000720119G,1,,,,,
000000720138,000000720138G,1,,,,,
000000720140,000000710009,2,120,,,,
000000720140,000000720140,2,120,,,,
000000720140,000000710009G,1,,,,,
000000720140,000000720140G,1,,,,,
000000720141,000000720141,2,120,,,,
000000720141,000000720142,2,120,,,,
000000720141,000000720141G,1,,,,,
000000720141,000000720142G,1,,,,,
000000720142,000000720141,2,120,,,,
000000720142,000000720142,2,120,,,,
000000720142,000000720141G,1,,,,,
000000720142,000000720142G,1,,,,,
000000720144,000000720144,2,120,,,,
000000720144,000000720145,2,120,,,,
000000720144,000000720144G,1,,,,,
000000720144,000000720145G,1,,,,,
000000720145,000000720144,2,120,,,,
000000720145,000000720145,2,120,,,,
000000720145,000000720144G,1,,,,,
000000720145,000000720145G,1,,,,,
000000720147,000000720147,2,120,,,,
000000720147,000000720152,2,120,,,,
000000720148,000000720148,2,120,,,,
000000720148,000000720151,2,120,,,,
000000720151,000000720148,2,120,,,,
000000720151,000000720151,2,120,,,,
000000720152,000000720147,2,120,,,,
000000720152,000000720152,2,120,,,,
000000720154,000000720077,2,120,,,,
000000720154,000000720087,2,120,,,,
000000720154,000000720154,2,120,,,,
000000720154,000000720155,2,120,,,,
000000720155,000000720077,2,120,,,,
000000720155,000000720087,2,120,,,,
000000720155,000000720154,2,120,,,,
000000720155,000000720155,2,120,,,,
000000800001,000000800001,2,120,,,,
000000800001,000000810097,2,120,,,,
000000800002,000000800002,2,120,,,,
000000800002,000000800164,2,120,,,,
000000800011,000000800011,2,120,,,,
000000800011,000000800060,2,120,,,,
000000800011,000000800011G,1,,,,,
000000800011,000000800060G,1,,,,,
000000800014,000000800014,2,120,,,,
000000800014,000000800055,2,120,,,,
000000800014,000000800014G,1,,,,,
000000800014,000000800055G,1,,,,,
000000800017,000000800017,2,120,,,,
000000800017,000000800019,2,120,,,,
000000800017,000000800054,2,120,,,,
000000800017,000000800212,2,120,,,,
000000800017,000000800018,2,120,,,,
000000800017,000000800042,2,120,,,,
000000800017,000000800019G,1,,,,,
000000800017,000000800054G,1,,,,,
000000800019,000000800017,2,120,,,,
000000800019,000000800019,2,120,,,,
000000800019,000000800054,2,120,,,,
000000800019,000000800212,2,120,,,,
000000800019,000000800018,2,120,,,,
000000800019,000000800042,2,120,,,,
000000800019,000000800019G,1,,,,,
000000800019,000000800054G,1,,,,,
000000800022,000000800022,2,120,,,,
000000800022,000000800051,2,120,,,,
000000800022,000000800022G,1,,,,,
000000800022,000000800051G,1,,,,,
000000800023,000000800023,2,120,,,,
000000800023,000000800050,2,120,,,,
000000800023,000000800023G,1,,,,,
000000800023,000000800050G,1,,,,,
000000800025,000000800025,2,120,,,,
000000800025,000000800048,2,120,,,,
000000800026,000000800026,2,120,,,,
000000800026,000000800047,2,120,,,,
000000800028,000000800028,2,120,,,,
000000800028,000000800044,2,120,,,,
000000800028,000000800205,2,180,,,,
000000800028,000000800217,2,180,,,,
000000800028,000000800044G,2,180,,,,
000000800031,000000800031,2,120,,,,
000000800031,000000800041,2,120,,,,
000000800031,000000800245,2,120,,,,
000000800031,000000800246,2,120,,,,
000000800031,000000800031G,1,,,,,
000000800031,000000800243,2,120,,,,
000000800033,000000800033,2,120,,,,
000000800033,000000800039,2,120,,,,
000000800033,000000800033G,1,,,,,
000000800035,000000800035,2,120,,,,
000000800035,000000800037,2,120,,,,
000000800035,000000800343,2,120,,,,
000000800035,000000800035G,1,,,,,
000000800035,000000800101,2,120,,,,
000000800035,000000800102,2,120,,,,
000000800037,000000800035,2,120,,,,
000000800037,000000800037,2,120,,,,
000000800037,000000800343,2,120,,,,
000000800037,000000800035G,1,,,,,
000000800037,000000800101,2,120,,,,
000000800037,000000800102,2,120,,,,
000000800039,000000800033,2,120,,,,
000000800039,000000800039,2,120,,,,
000000800039,000000800033G,1,,,,,
000000800041,000000800031,2,120,,,,
000000800041,000000800041,2,120,,,,
000000800041,000000800245,2,120,,,,
000000800041,000000800246,2,120,,,,
000000800041,000000800031G,1,,,,,
000000800041,000000800243,2,120,,,,
000000800044,000000800028,2,120,,,,
000000800044,000000800044,2,120,,,,
000000800044,000000800205,2,180,,,,
000000800044,000000800217,2,180,,,,
000000800044,000000800044G,2,180,,,,
000000800047,000000800026,2,120,,,,
000000800047,000000800047,2,120,,,,
000000800048,000000800025,2,120,,,,
000000800048,000000800048,2,120,,,,
000000800050,000000800023,2,120,,,,
000000800050,000000800050,2,120,,,,
000000800050,000000800023G,1,,,,,
000000800050,000000800050G,1,,,,,
000000800051,000000800022,2,120,,,,
000000800051,000000800051,2,120,,,,
000000800051,000000800022G,1,,,,,
000000800051,000000800051G,1,,,,,
000000800054,000000800017,2,120,,,,
000000800054,000000800019,2,120,,,,
000000800054,000000800054,2,120,,,,
000000800054,000000800212,2,120,,,,
000000800054,000000800018,2,120,,,,
000000800054,000000800042,2,120,,,,
000000800054,000000800019G,1,,,,,
000000800054,000000800054G,1,,,,,
000000800055,000000800014,2,120,,,,
000000800055,000000800055,2,120,,,,
000000800055,000000800014G,1,,,,,
000000800055,000000800055G,1,,,,,
000000800056,000000800056,2,120,,,,
000000800056,000000800057,2,120,,,,
000000800056,000000800056G,1,,,,,
000000800056,000000800057G,1,,,,,
000000800057,000000800056,2,120,,,,
000000800057,000000800057,2,120,,,,
000000800057,000000800056G,1,,,,,
000000800057,000000800057G,1,,,,,
000000800060,000000800011,2,120,,,,
000000800060,000000800060,2,120,,,,
000000800060,000000800011G,1,,,,,
000000800060,000000800060G,1,,,,,
000000800064,000000800064,2,120,,,,
000000800064,000000800070,2,120,,,,
000000800065,000000800065,2,120,,,,
000000800065,000000800069,2,120,,,,
000000800067,000000800067,2,120,,,,
000000800067,000000800280,2,120,,,,
000000800067,000000800280G,1,,,,,
000000800067,000000800293,1,,,,,
000000800067,000000800803,1,,,,,
000000800069,000000800065,2,120,,,,
000000800069,000000800069,2,120,,,,
000000800070,000000800064,2,120,,,,
000000800070,000000800070,2,120,,,,
000000800071,000000800071,2,120,,,,
000000800071,000000800161,2,120,,,,
000000800073,000000800073,2,120,,,,
000000800073,000000800076,2,120,,,,
000000800074,000000800074,2,120,,,,
000000800074,000000800075,2,120,,,,
000000800075,000000800074,2,120,,,,
000000800075,000000800075,2,120,,,,
000000800076,000000800073,2,120,,,,
000000800076,000000800076,2,120,,,,
000000800077,000000800077,2,120,,,,
000000800077,000000840080,2,120,,,,
000000800078,000000800078,2,120,,,,
000000800078,000000800098,2,120,,,,
000000800078,000000800355,2,120,,,,
000000800078,000000800354,2,120,,,,
000000800079,000000800079,2,120,,,,
000000800079,000000800108,2,120,,,,
000000800079,000000800350,2,120,,,,
000000800079,000000800058,2,180,1284_3,6361_3,,
000000800079,000000800109,2,120,,,,
000000800080,000000800080,2,120,,,,
000000800080,000000800107,2,120,,,,
000000800081,000000800081,2,120,,,,
000000800081,000000800106,2,120,,,,
000000800083,000000800083,2,120,,,,
000000800083,000000800105,2,120,,,,
000000800083,000000800083G,1,,,,,
000000800090,000000800090,2,120,,,,
000000800090,000000800091,2,120,,,,
000000800090,000000800092,2,120,,,,
000000800090,000000800093,2,120,,,,
000000800090,000000800094,2,120,,,,
000000800090,000000800095,2,120,,,,
000000800090,000000800091G,1,,,,,
000000800090,000000800094G,1,,,,,
000000800090,000000800090G,1,,,,,
000000800090,000000800092G,1,,,,,
000000800090,000000800093G,1,,,,,
000000800090,000000800095GG,1,,,,,
000000800090,000000800096G,1,,,,,
000000800090,000000800095G,2,120,,,,
000000800090,000000800096,2,120,,,,
000000800091,000000800090,2,120,,,,
000000800091,000000800091,2,120,,,,
000000800091,000000800092,2,120,,,,
000000800091,000000800093,2,120,,,,
000000800091,000000800094,2,120,,,,
000000800091,000000800095,2,120,,,,
000000800091,000000800091G,1,,,,,
000000800091,000000800094G,1,,,,,
000000800091,000000800090G,1,,,,,
000000800091,000000800092G,1,,,,,
000000800091,000000800093G,1,,,,,
000000800091,000000800095GG,1,,,,,
000000800091,000000800096G,1,,,,,
000000800091,000000800095G,2,120,,,,
000000800091,000000800096,2,120,,,,
000000800092,000000800090,2,120,,,,
000000800092,000000800091,2,120,,,,
000000800092,000000800092,2,120,,,,
000000800092,000000800093,2,120,,,,
000000800092,000000800094,2,120,,,,
000000800092,000000800095,2,120,,,,
000000800092,000000800091G,1,,,,,
000000800092,000000800094G,1,,,,,
000000800092,000000800090G,1,,,,,
000000800092,000000800092G,1,,,,,
000000800092,000000800093G,1,,,,,
000000800092,000000800095GG,1,,,,,
000000800092,000000800096G,1,,,,,
000000800092,000000800095G,2,120,,,,
000000800092,000000800096,2,120,,,,
000000800093,000000800090,2,120,,,,
000000800093,000000800091,2,120,,,,
000000800093,000000800092,2,120,,,,
000000800093,000000800093,2,120,,,,
000000800093,000000800094,2,120,,,,
000000800093,000000800095,2,120,,,,
000000800093,000000800091G,1,,,,,
000000800093,000000800094G,1,,,,,
000000800093,000000800090G,1,,,,,
000000800093,000000800092G,1,,,,,
000000800093,000000800093G,1,,,,,
000000800093,000000800095GG,1,,,,,
000000800093,000000800096G,1,,,,,
000000800093,000000800095G,2,120,,,,
000000800093,000000800096,2,120,,,,
000000800094,000000800090,2,120,,,,
000000800094,000000800091,2,120,,,,
000000800094,000000800092,2,120,,,,
000000800094,000000800093,2,120,,,,
000000800094,000000800094,2,120,,,,
000000800094,000000800095,2,120,,,,
000000800094,000000800091G,1,,,,,
000000800094,000000800094G,1,,,,,
000000800094,000000800090G,1,,,,,
000000800094,000000800092G,1,,,,,
000000800094,000000800093G,1,,,,,
000000800094,000000800095GG,1,,,,,
000000800094,000000800096G,1,,,,,
000000800094,000000800095G,2,120,,,,
000000800094,000000800096,2,120,,,,
000000800095,000000800090,2,120,,,,
000000800095,000000800091,2,120,,,,
000000800095,000000800092,2,120,,,,
000000800095,000000800093,2,120,,,,
000000800095,000000800094,2,120,,,,
000000800095,000000800095,2,120,,,,
000000800095,000000800091G,1,,,,,
000000800095,000000800094G,1,,,,,
000000800095,000000800090G,1,,,,,
000000800095,000000800092G,1,,,,,
000000800095,000000800093G,1,,,,,
000000800095,000000800095GG,1,,,,,
000000800095,000000800096G,1,,,,,
000000800095,000000800095G,2,120,,,,
000000800095,000000800096,2,120,,,,
000000800098,000000800078,2,120,,,,
000000800098,000000800098,2,120,,,,
000000800098,000000800355,2,120,,,,
000000800098,000000800354,2,120,,,,
000000800099,000000800099,2,120,,,,
000000800099,000000840006,2,120,,,,
000000800099,000000800099G,1,,,,,
000000800099,000000840006G,1,,,,,
000000800100,000000800100,2,120,,,,
000000800100,000000800242,2,120,,,,
