"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000000090008,000000090902,2,120,,,,
000000090014,000000090054,2,180,,,,
000000090015,000000090039,2,240,,,,
000000090024,000000090903,2,120,,,,
000000090024,090000909006,2,120,,,,
000000090024,090000909007,2,120,,,,
000000090025,000000090902,2,420,,,,
000000090037,000000090046,2,240,,,,
000000090037,000000090950,2,180,,,,
000000090037,000000090050,2,240,,,,
000000090039,000000090015,2,240,,,,
000000090042,000000090901,2,180,,,,
000000090042,090000909002,2,180,,,,
000000090042,090000909003,2,180,,,,
000000090046,000000090037,2,240,,,,
000000090046,000000090950,2,240,,,,
000000090047,000000090950,2,120,,,,
000000090900,000000090049,2,120,,,,
000000090901,000000090042,2,180,,,,
000000090902,000000090008,2,120,,,,
000000090902,000000090025,2,420,,,,
000000090903,000000070013,2,360,,,,
000000090903,000000090024,2,120,,,,
000000090904,000000090006,2,120,,,,
000000090905,000000090001,2,120,,,,
000000090906,000000070012,2,540,,,,
000000090907,000000090002,2,120,,,,
000000090908,000000011029,2,120,,,,
000000090950,000000071059,2,300,,,,
000000090950,000000090037,2,180,,,,
000000090950,000000090046,2,240,,,,
000000090950,000000090047,2,120,,,,
000000090950,000000090050,2,120,,,,
000000091022,000000091903,2,180,,,,
000000091022,090000919006,2,180,,,,
000000091022,090000919007,2,180,,,,
000000091040,000000091900,2,120,,,,
000000091900,000000091040,2,120,,,,
000000091903,000000091022,2,180,,,,
000000092005,000000092903,2,120,,,,
000000092019,000000092902,2,120,,,,
000000092029,090000929000,2,120,,,,
000000092029,090000929001,2,120,,,,
000000092029,000000092900,2,120,,,,
000000092040,000000071900,2,600,,,,
000000092040,090000719000,2,600,,,,
000000092040,090000719001,2,600,,,,
000000092053,000000099651,2,240,,,,
000000092902,000000092019,2,120,,,,
000000092902,000000092130,2,420,,,,
000000092903,000000092005,2,120,,,,
000000092903,000000092043,2,120,,,,
000000097960,000000097049,2,300,,,,
000000097960,000000017069,2,180,,,,
000000098044,000000098950,2,120,,,,
000000098044,000000989100,2,120,,,,
000000098044,000000989101,2,120,,,,
000000098052,000000037968,2,600,,,,
000000098053,000000037967,2,120,,,,
000000098950,000000098044,2,120,,,,
000000099005,000008004819,2,240,,,,
000000099034,000000099960,2,120,,,,
000000099054,000000099950,2,180,,,,
000000099950,000000099054,2,180,,,,
000000099960,000000099034,2,120,,,,
000000099964,000000070390,2,240,,,,
000000099965,000000071500,2,120,,,,
000000035030,000000035073,2,120,,,,
000000035030,000000035904,2,240,,,,
000000041014,000008002556,2,240,,,,
000000065037,000000065026,2,180,,,,
000000065037,000000065900,2,120,,,,
000000065037,090000659000,2,120,,,,
000000065037,090000659001,2,120,,,,
000000065003,000000065005,2,240,,,,
000000065003,000008002558G,2,120,,,,
000000700163G,000000070952,2,120,,,,
000000700163G,000000709104,2,120,,,,
000000700163G,000000709105,2,120,,,,
000000071117,000000071025,2,180,,,,
000000071117,000000071953,2,120,,,,
000000092043,000000092903,2,120,,,,
000000092130,000000092902,2,420,,,,
000000100001,000000100001,2,120,,,,
000000100001,000000110001,2,120,,,,
000000100001,000000100001G,1,,,,,
000000100001,000000110001G,1,,,,,
000000100009,000000100009,2,120,,,,
000000100009,000000100028,2,120,,,,
000000100009,000000100028G,1,,,,,
000000100009,000000100008,1,,,,,
000000100009,000000100009G,1,,,,,
000000100009,000000100043,2,120,,,,
000000100011,000000100011,2,120,,,,
000000100011,000000100025,2,120,,,,
000000100011,000000100011G,1,,,,,
000000100011,000000100025G,1,,,,,
000000100012,000000100012,2,120,,,,
000000100012,000000100024,2,120,,,,
000000100012,000000100012G,1,,,,,
000000100012,000000100024G,1,,,,,
000000100012,000000100031,2,120,,,,
000000100018,000000100018,2,120,,,,
000000100018,000000610007,2,120,,,,
000000100018,000000100018G,1,,,,,
000000100018,000000610007G,1,,,,,
000000100021,000000100021,2,120,,,,
000000100021,000000100092,2,120,,,,
000000100021,000000100094,2,120,,,,
000000100021,000000100096,2,120,,,,
000000100021,000000100105,2,120,,,,
000000100021,000000100216,2,120,,,,
000000100021,000000100105G,2,120,,,,
000000100021,000000100220,2,120,,,,
000000100021,000000100039,2,120,,,,
000000100024,000000100012,2,120,,,,
000000100024,000000100024,2,120,,,,
000000100024,000000100012G,1,,,,,
000000100024,000000100024G,1,,,,,
000000100024,000000100031,2,120,,,,
000000100025,000000100011,2,120,,,,
000000100025,000000100025,2,120,,,,
000000100025,000000100011G,1,,,,,
000000100025,000000100025G,1,,,,,
000000100028,000000100009,2,120,,,,
000000100028,000000100028,2,120,,,,
000000100028,000000100028G,1,,,,,
000000100028,000000100008,1,,,,,
000000100028,000000100009G,1,,,,,
000000100028,000000100043,2,120,,,,
000000100033,000000100033,2,120,,,,
000000100033,000000100050,2,120,,,,
000000100033,000000100033GG,2,60,,,,
000000100033,000000100050G,2,60,,,,
000000100034,000000100034,2,120,,,,
000000100034,000000100049,2,120,,,,
000000100034,000000100034G,1,,,,,
000000100034,000000100049G,1,,,,,
000000100035,000000100035,2,120,,,,
000000100035,000000100048,2,120,,,,
000000100035,000000100035G,2,60,,,,
000000100035,000000100048G,2,60,,,,
000000100036,000000100036,2,120,,,,
000000100036,000000100047,2,120,,,,
000000100036,000000100036G,1,,,,,
000000100036,000000100047G,1,,,,,
000000100047,000000100036,2,120,,,,
000000100047,000000100047,2,120,,,,
000000100047,000000100036G,1,,,,,
000000100047,000000100047G,1,,,,,
000000100048,000000100035,2,120,,,,
000000100048,000000100048,2,120,,,,
000000100048,000000100035G,2,60,,,,
000000100048,000000100048G,2,60,,,,
000000100049,000000100034,2,120,,,,
000000100049,000000100049,2,120,,,,
000000100049,000000100034G,1,,,,,
000000100049,000000100049G,1,,,,,
000000100050,000000100033,2,120,,,,
